name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Austin,8/30/22,83.3,75.5,78,91,75.5,79,74.9,90.4,0.289,100,29.17,rain,0,0,16.1,6.8,146.4,1014.5,85.8,8.7,66.6,5.9,2,75,2022-08-30T07:06:40,2022-08-30T19:56:00,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,8/31/22,90.6,71.2,79.2,98.4,71.2,81.9,73.4,84.1,0.495,100,25,rain,0,0,36.7,6,71.9,1016.3,74.2,9.1,179.3,15.4,8,100,2022-08-31T07:07:14,2022-08-31T19:54:49,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,9/1/22,92.6,73.1,81.3,99.8,73.1,84.4,72,76.3,0,0,0,rain,0,0,24.2,9,94.1,1014.7,27.6,9.8,225.3,19.4,8,100,2022-09-01T07:07:47,2022-09-01T19:53:38,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/2/22,93.3,73.8,82.2,98.3,73.8,85.5,71.5,72.7,0,0,0,,0,0,20.8,6.9,140.3,1014,34.5,9.9,219.1,19,7,75,2022-09-02T07:08:20,2022-09-02T19:52:26,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/3/22,88.1,74.6,79.7,95.3,74.6,82.2,73.2,81.2,0.054,100,12.5,rain,0,0,29.8,9.6,8.5,1016.7,42.1,9.9,126.8,11,6,100,2022-09-03T07:08:53,2022-09-03T19:51:14,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,9/4/22,89.9,72.2,78.7,96.3,72.2,80.7,70.6,78,0.052,100,8.33,rain,0,0,30.6,10.8,323.2,1015.4,25.2,9.9,192.2,16.7,8,75,2022-09-04T07:09:26,2022-09-04T19:50:02,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,9/5/22,92.2,67.4,79.4,95.4,67.4,81.1,68.2,71.9,0,0,0,,0,0,16.6,8.5,183.9,1013.7,10.5,9.9,254.2,22.1,8,60,2022-09-05T07:09:59,2022-09-05T19:48:49,0.33,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/6/22,94.1,71.2,82.4,98.1,71.2,84.5,69.1,67.5,0,0,0,,0,0,20.8,7.7,191.5,1015.9,10,9.9,250.6,21.5,8,60,2022-09-06T07:10:32,2022-09-06T19:47:35,0.37,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,9/7/22,93.8,73.4,81.1,99.2,73.4,83.4,71.2,74.6,0.288,100,12.5,rain,0,0,36.7,10.7,281,1015.1,31.2,9.7,194.9,16.8,7,100,2022-09-07T07:11:05,2022-09-07T19:46:21,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,9/8/22,93.3,71.3,81.3,96,71.3,82.8,68.2,68.7,0,0,0,rain,0,0,17.2,8.5,52.4,1010.2,21.4,9.8,236.2,20.6,8,75,2022-09-08T07:11:38,2022-09-08T19:45:07,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/9/22,92.8,70.2,81.7,94.8,70.2,83.1,66.5,62.6,0,0,0,,0,0,14.5,7.2,109.1,1007.2,23.6,9.9,237.6,20.5,8,75,2022-09-09T07:12:11,2022-09-09T19:43:53,0.47,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,9/10/22,92.8,73.6,82.9,95.9,73.6,84.4,67.6,63.4,0,0,0,rain,0,0,13.6,6.4,115,1012,42.8,9.6,223,19.2,8,60,2022-09-10T07:12:44,2022-09-10T19:42:38,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,9/11/22,91.7,72.2,82,92.3,72.2,82.7,65,58.6,0,0,0,rain,0,0,22.1,13.6,18.9,1017.7,28.6,9.9,229.4,20,8,10,2022-09-11T07:13:17,2022-09-11T19:41:23,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/12/22,91.6,68.8,80.4,91.7,68.8,80.5,62.1,56,0,0,0,,0,0,8.9,5.8,38.8,1016.2,8,9.9,235.1,20.2,8,30,2022-09-12T07:13:49,2022-09-12T19:40:08,0.57,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,9/13/22,93.3,70.2,81.3,95.9,70.2,82.6,64.9,59.2,0,0,0,,0,0,23,9,119.5,1013.1,19.4,9.9,225.6,19.7,8,60,2022-09-13T07:14:22,2022-09-13T19:38:53,0.61,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,9/14/22,91,70.2,80.4,91.9,70.2,80.9,65,63.1,0,0,0,,0,0,19.7,7.5,111.4,1014.5,26.5,9.5,195.8,16.9,7,30,2022-09-14T07:14:55,2022-09-14T19:37:38,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,9/15/22,90.2,64.8,78.3,92.9,64.8,79.6,63.9,63.1,0,0,0,rain,0,0,19.7,8.8,96.5,1016.1,46.9,9.9,179.2,15.6,7,30,2022-09-15T07:15:28,2022-09-15T19:36:22,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/16/22,95.3,75.1,83.3,98.9,75.1,85.8,70.4,68.4,0,0,0,rain,0,0,25.3,11.6,143.7,1015,49.9,9.8,222.8,19.2,8,60,2022-09-16T07:16:00,2022-09-16T19:35:07,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/17/22,96.7,75.7,84.3,101.9,75.7,87.9,72,69.6,0,0,0,,0,0,24.2,11.8,158.9,1014.1,50.9,9.7,231.4,19.9,9,75,2022-09-17T07:16:33,2022-09-17T19:33:51,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/18/22,96.7,74.8,83.8,98.8,74.8,85.6,69,65.5,0,0,0,,0,0,21.3,7.8,140.1,1014.3,41.2,9.7,203.4,17.5,8,75,2022-09-18T07:17:06,2022-09-18T19:32:35,0.77,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,9/19/22,96.6,74.1,84.2,100.5,74.1,87.1,70.1,65.9,0,0,0,rain,0,0,21.7,8.8,157.3,1014.8,40.6,9.9,219,19,8,60,2022-09-19T07:17:39,2022-09-19T19:31:20,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/20/22,96.1,74.6,84.9,99.8,74.6,88,70.6,66,0,0,0,,0,0,19.7,9.4,152.5,1015.3,29.2,9.9,209,18.1,7,75,2022-09-20T07:18:12,2022-09-20T19:30:04,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/21/22,96.5,71.4,83.9,97.2,71.4,84.7,66.2,60,0,0,0,,0,0,19.5,8.6,147.1,1014.7,7.1,9.9,223,19.1,7,30,2022-09-21T07:18:46,2022-09-21T19:28:48,0.86,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,99999963904,D9418,72254753942,E5093"
Austin,9/22/22,97.7,69.5,83.4,94.9,69.5,82.8,60.1,51.9,0,0,0,,0,0,13.2,7.9,52.9,1014.6,2.9,9.9,224.2,19.6,7,10,2022-09-22T07:19:19,2022-09-22T19:27:32,0.9,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/23/22,96.9,70.6,84.6,98,70.6,85.1,61.9,48.8,0,0,0,,0,0,24.4,7.3,162,1014.4,17.5,9.9,190.2,16.4,6,10,2022-09-23T07:19:52,2022-09-23T19:26:17,0.93,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/24/22,93.1,70.2,82.5,96.4,70.2,84.5,67.8,63.6,0,0,0,,0,0,20.3,8.7,177.2,1014.7,26.5,9.8,197.2,16.9,7,60,2022-09-24T07:20:26,2022-09-24T19:25:01,0.96,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/25/22,95.8,72.8,83.4,96.4,72.8,84.6,66.9,61.7,0,0,0,,0,0,18.6,5.3,65.1,1013.6,18.4,9.9,216.1,18.7,7,60,2022-09-25T07:21:00,2022-09-25T19:23:46,0,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/26/22,91.4,74.7,82.2,87.8,74.7,80.8,51.7,38.2,0,0,0,rain,0,0,24.2,12.9,19.6,1016.1,16.7,9.9,188.5,16.1,7,30,2022-09-26T07:21:34,2022-09-26T19:22:31,0.03,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,9/27/22,90.7,60.5,74.8,86.7,60.5,73.5,44.3,37.8,0,0,0,,0,0,25.6,9.4,53.3,1019.2,2.3,9.9,221,19.1,8,10,2022-09-27T07:22:08,2022-09-27T19:21:16,0.06,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,KHYI,E5093"
Austin,9/28/22,90.8,63,75.4,86.7,63,74.2,44.8,37.5,0,0,0,,0,0,13.9,6.4,98.8,1022.1,0.5,9.8,216.6,18.7,7,10,2022-09-28T07:22:42,2022-09-28T19:20:01,0.1,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,9/29/22,91.7,60.1,75.8,88.2,60.1,74.7,49.3,42.9,0,0,0,,0,0,13.2,5.9,104,1020.3,0.2,9.9,210.6,18.3,7,10,2022-09-29T07:23:17,2022-09-29T19:18:47,0.14,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,9/30/22,87.5,62.5,73.8,84.5,62.5,73.2,46.8,39.9,0,0,0,,0,0,17.2,9.3,57.6,1016.3,1.8,9.9,211.6,18.3,7,10,2022-09-30T07:23:51,2022-09-30T19:17:33,0.17,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,10/1/22,87.7,54.6,71.1,84.4,54.6,70.4,46.1,44.7,0,0,0,,0,0,17.2,5.3,58.7,1016,1,9.9,214.2,18.6,7,10,2022-10-01T07:24:26,2022-10-01T19:16:19,0.21,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/2/22,84.5,54.4,70,81.7,54.4,69.4,46,46.1,0,0,0,,0,0,18.3,7.3,55.1,1019.4,9.1,9.9,181,15.7,6,10,2022-10-02T07:25:01,2022-10-02T19:15:05,0.25,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418"
Austin,10/3/22,87.5,56.5,71.6,83.9,56.5,70.7,44.6,42.4,0,0,0,,0,0,12.1,4.5,83.2,1019.6,13.2,9.9,199.5,17.3,7,10,2022-10-03T07:25:37,2022-10-03T19:13:52,0.28,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/4/22,90.9,61.4,74.6,87,61.4,73.6,46.6,40.6,0,0,0,,0,0,8.7,6.7,75,1017.2,12.6,9.9,186.7,16.2,7,10,2022-10-04T07:26:12,2022-10-04T19:12:39,0.32,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/5/22,88.8,58.2,74.9,86.1,58.2,74.2,51,46,0,0,0,,0,0,10.5,4,72.4,1017.5,7.9,9.9,203.3,17.6,7,10,2022-10-05T07:26:48,2022-10-05T19:11:27,0.35,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/6/22,90.8,62.6,76.3,87.6,62.6,75.4,52.6,47.7,0,0,0,,0,0,12.1,6.1,49.9,1019.5,7,9.9,193.8,16.6,7,10,2022-10-06T07:27:25,2022-10-06T19:10:15,0.39,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/7/22,85.6,65.7,75.7,83.8,65.7,75.3,55.3,51.4,0,0,0,,0,0,9.8,3.8,20,1021.5,21.8,9.9,94.8,8.1,5,10,2022-10-07T07:28:01,2022-10-07T19:09:04,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/8/22,88.5,62.8,76.1,85.5,62.8,75.3,51.3,44.9,0,0,0,,0,0,20.8,10.7,37.7,1023.3,15.9,9.9,187.5,16.2,7,10,2022-10-08T07:28:38,2022-10-08T19:07:53,0.46,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,10/9/22,87.5,64.2,75.8,85.6,64.2,75.4,53.8,47.9,0,0,0,,0,0,11.4,7.8,101.1,1022.6,25.4,9.9,178.5,15.4,7,10,2022-10-09T07:29:15,2022-10-09T19:06:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/10/22,87.9,62.8,76,85.9,62.8,75.5,58,58,0,0,0,,0,0,25.3,12.1,155.5,1020.3,15.4,9.9,197,17,7,10,2022-10-10T07:29:53,2022-10-10T19:05:33,0.53,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,10/11/22,89.4,63.5,76.7,88.2,63.5,76.6,60.2,59.6,0,0,0,,0,0,24.3,13.3,170,1016.9,37.3,9.8,170.1,14.7,6,10,2022-10-11T07:30:31,2022-10-11T19:04:24,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,10/12/22,95.3,72.6,80.9,96.2,72.6,81.8,66.5,65.2,0,0,0,,0,0,30.7,8.2,214.2,1012.8,41.9,9.9,165.4,14.4,7,60,2022-10-12T07:31:09,2022-10-12T19:03:15,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/13/22,89.4,71.7,78.5,87.8,71.7,78,52.3,42.2,0,0,0,,0,0,25.5,12,20.7,1013.5,9.2,9.9,191,16.5,7,10,2022-10-13T07:31:47,2022-10-13T19:02:08,0.62,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/14/22,89.5,64.4,76,89.5,64.4,76.3,52.1,44,0,0,0,rain,0,0,22.8,8.7,134.7,1014.3,33,9.9,180.2,15.6,7,60,2022-10-14T07:32:26,2022-10-14T19:01:01,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/15/22,92.3,72,80.7,93.5,72,81.4,66.6,66.2,0,0,0,rain,0,0,28.4,9.7,180.9,1014,56,9.7,142.8,12.4,7,60,2022-10-15T07:33:06,2022-10-15T18:59:54,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/16/22,91.5,71.6,79.8,92.1,71.6,80.5,67.4,69.1,0.01,100,4.17,rain,0,0,25.9,12.2,129.3,1013.9,64.8,9.9,163.1,14.1,7,60,2022-10-16T07:33:45,2022-10-16T18:58:49,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,10/17/22,74.7,62,66.7,74.7,62,66.7,53.6,67.1,0.631,100,33.33,rain,0,0,29.8,17.3,17.8,1017.9,63.7,9.2,86.5,7.6,4,10,2022-10-17T07:34:26,2022-10-17T18:57:44,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,10/18/22,69.1,54.8,60.5,69.1,54.8,60.5,32.7,36.2,0,0,0,,0,0,29.8,11.1,13.3,1023.7,15,9.9,179.7,15.5,7,10,2022-10-18T07:35:06,2022-10-18T18:56:40,0.78,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,KHYI,D9418,E5093"
Austin,10/19/22,74.1,42.4,56.9,74.1,42.4,56.9,34.7,49,0,0,0,,0,0,14.3,8.7,77.9,1025.7,2,9.8,191.4,16.4,7,10,2022-10-19T07:35:47,2022-10-19T18:55:36,0.82,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,10/20/22,85.3,49,66.4,82.3,49,65.8,42.6,46.2,0,0,0,,0,0,24.2,9.3,224.3,1017.6,1.3,9.9,191.8,16.5,7,10,2022-10-20T07:36:28,2022-10-20T18:54:34,0.85,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,10/21/22,87.4,56,70.8,84.6,56,70.2,49.4,50,0,0,0,,0,0,28.9,15.4,200.8,1014.2,0,9.9,187.5,16.1,7,10,2022-10-21T07:37:10,2022-10-21T18:53:33,0.88,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/22/22,88,63.1,74.4,86.8,63.1,74.2,59.6,63.1,0,0,0,,0,0,30.4,13.9,183.5,1011.6,36.6,9.9,169.4,14.9,7,10,2022-10-22T07:37:52,2022-10-22T18:52:32,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,KHYI,E5093"
Austin,10/23/22,87.1,66.4,76,87.7,66.4,76.3,64.4,69.8,0,0,0,,0,0,32.3,16.1,172.2,1010.1,61.4,9.9,123.9,10.8,5,10,2022-10-23T07:38:35,2022-10-23T18:51:33,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KRYW,KAUS,72254013904,72254413958,72054200166,D9418,E5093"
Austin,10/24/22,84.8,61.8,75.6,88.9,61.8,76.8,69.5,82,0.226,100,25,rain,0,0,36.1,12.9,171.9,1007.3,90.7,9.5,71.3,6.2,5,75,2022-10-24T07:39:18,2022-10-24T18:50:34,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72253912979,KATT,KRYW,KAUS,72254013904,72254413958,72054200166,KHYI,D9418,E5093"
Austin,10/25/22,75.6,52.8,64.3,75.6,52.8,64.3,39.6,44,0.338,100,8.33,rain,0,0,33.6,19.2,340.4,1014.9,15.9,9.9,189.9,16.3,7,10,2022-10-25T07:40:01,2022-10-25T18:49:37,0,Rain,Clear conditions throughout the day with early morning rain.,rain,"72253912979,KATT,KRYW,KAUS,72254013904,72254413958,72054200166,99999963904,D9418,KHYI,72254753942,E5093"
Austin,10/26/22,75.4,46,60.1,75.4,46,60.1,41.2,55.6,0,0,0,,0,0,10.7,7.5,110.9,1017.2,0.9,9.9,185,16.1,7,10,2022-10-26T07:40:45,2022-10-26T18:48:40,0.04,Clear,Clear conditions throughout the day.,clear-day,"KATT,KRYW,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,KHYI,E5093"
Austin,10/27/22,80.6,49.6,65,80.2,49.6,65,51.5,64.3,0,0,0,rain,0,0,20.8,9.9,151,1014.3,33.6,9.9,155.3,13.4,6,10,2022-10-27T07:41:29,2022-10-27T18:47:45,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/28/22,65.8,58.1,62.9,65.8,58.1,62.9,58,84,0.651,100,20.83,rain,0,0,25.3,13.4,353.2,1014.9,96.5,9.4,49,4.2,4,10,2022-10-28T07:42:14,2022-10-28T18:46:51,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,10/29/22,70.4,56.8,61.6,70.4,56.8,61.6,51.5,70.1,0,0,0,,0,0,26.8,10,320.9,1018,71.7,9.9,122.5,10.6,7,10,2022-10-29T07:42:59,2022-10-29T18:45:58,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,10/30/22,76.5,52.2,62.6,76.5,52.2,62.6,51.6,70.3,0,0,0,,0,0,12.8,6.1,315.2,1016.1,8.3,9.9,173.9,14.9,6,10,2022-10-30T07:43:45,2022-10-30T18:45:06,0.19,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,10/31/22,78.4,53.2,64.7,78.4,53.2,64.7,52.7,68.4,0,0,0,,0,0,9.6,5,150.3,1016.1,17.3,9.9,134.2,11.5,6,10,2022-10-31T07:44:30,2022-10-31T18:44:15,0.22,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,11/1/22,68.5,57.2,62.6,68.5,57.2,62.6,59.3,89.4,0.049,100,16.67,rain,0,0,12.5,6.9,117.2,1020.2,77.7,9.3,63,5.4,3,10,2022-11-01T07:45:17,2022-11-01T18:43:26,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,11/2/22,76.6,59.8,66.7,76.6,59.8,66.7,61.2,83.6,0,0,0,rain,0,0,11,5.3,112.4,1021.5,80.3,7.7,131.2,11.2,6,10,2022-11-02T07:46:03,2022-11-02T18:42:37,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,11/3/22,82.5,69.7,74.8,84.9,69.7,75.1,68.1,81.3,0,0,0,rain,0,0,29.8,14.7,164.4,1016,85.7,8.4,75,6.4,4,30,2022-11-03T07:46:51,2022-11-03T18:41:50,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,11/4/22,85.6,62.7,74.9,91.1,62.7,76.1,68.9,82.7,0.487,100,25,rain,0,0,34.5,18.8,177.6,1009.6,80.3,9,67.5,5.9,3,100,2022-11-04T07:47:38,2022-11-04T18:41:05,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
Austin,11/5/22,70.9,51.7,61.3,70.9,51.7,61.3,44.9,55.9,0,0,0,,0,0,15.2,8.9,150.3,1012.8,24.3,9.9,166.8,14.4,6,10,2022-11-05T07:48:26,2022-11-05T18:40:20,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,11/6/22,82.5,52.4,67.5,86.1,52.4,68.1,61.2,81.2,0,0,0,rain,0,0,26.1,12,204.8,1012.8,43.9,9.9,111.4,9.8,5,60,2022-11-06T06:49:14,2022-11-06T17:39:37,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418,E5093"
Austin,11/7/22,83.7,73.2,76.4,87.4,73.2,76.8,71.3,85.1,0.048,100,20.83,rain,0,0,19.7,8.7,124.8,1018.8,78.3,8.8,67.7,6,3,75,2022-11-07T06:50:02,2022-11-07T17:38:56,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,KHYI,E5093"
Austin,11/8/22,77.2,64.4,71.6,77.2,64.4,71.6,67.7,87.8,0.05,100,16.67,rain,0,0,16.1,5.8,112.1,1021.9,76.6,9.7,63.8,5.5,2,60,2022-11-08T06:50:51,2022-11-08T17:38:16,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
Austin,11/9/22,81.7,67.9,72.7,83.6,67.9,72.8,67.1,83.6,0,0,0,rain,0,0,21.9,9.2,146.6,1019.1,66.3,9.4,84.4,7.1,4,30,2022-11-09T06:51:40,2022-11-09T17:37:37,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,72054200166,D9418,E5093"
